,Id,Filename,Species,Genus,Sub-Family,Family,Sub-Order,Order,Super-Order,Name,Common-Name,DTI resolution,SNR,Brain Orientation,GM,WM,log10(GM),log10(WM),log10(BrV),BR,TotFib,CC,AC,HC,Total Commisures,Com Ratio,Total MSP,HMSP (RA),HMSP (LB),AvHMSP,TNetDens,HNetDens,Strong NetDens (>20),Hcost,Tcost,n
209,209,VampireBat1,Desmodus rotundus,Desmodus,Desmodontinae,Phyllostomidae,Microchiroptera,Chiroptera,Laurasiatheria,Vampire Bat,"Common vampirebat",0.175,20.06811803,RL,0.4963,0.093725,2.695744275,1.971855449,2.770870414,0.590025,43164,498,545,692,1735,4.019553331,103.336147,42.77424979,43.43801296,43.10613138,0.26553,13.7665,1.57,768099.0,828658.8,2.0
210,210,VampireBat2,Desmodus rotundus,Desmodus,Desmodontinae,Phyllostomidae,Microchiroptera,Chiroptera,Laurasiatheria,Vampire Bat,"Common vampirebat",0.175,22.38896536,RL,0.631634,0.011121,2.800465499,1.046143841,2.808045464,0.642755,50858,1400,1030,1090,3520,6.921231665,119.3880882,42.75474325,50.30406131,46.52940228,0.26212,13.321,1.55,671753.2,742545.9,2.0
211,211,Vervet,Vervet,Chlorocebus,Cercopithecinae,Cercopithecidae,Haplorrhini,Primates,Euarchontoglires,Vervet,Vervet monkey,0.7,136.7410277,RL,34.72,31.04,4.540579717,4.491921713,4.817961805,65.76,71267,9543,465,1725,11733,16.4634403,137.4824448,56.96619725,57.33988132,57.15303929,0.35355,21.1415,0.88,770634.55,831944.5,1.0
212,212,Vole,Microfus arvalis,Microfus,Arvicolinae,Cricetidae,Myomorpha,Rodentia,Euarchontoglires,Vole,Gunther's vole,0.155,29.96800688,RL,0.43922,0.030685,2.642682108,1.486926128,2.672010066,0.469905,59999,1062,732,1892,3686,6.143435724,127.5721216,50.57124131,48.3681028,49.46967206,0.32878,16.2935,1.25,700608.0,856166.2,1.0
213,213,WildBoar1,Sus Scrofa,Sus,Suinae,Suidae,Suina,Cetartiodactyla,Laurasiatheria,Wild Boar,Wild boar,0.85,84.16259064,RL,91.63,16.62,4.962037687,4.220631019,5.034427905,108.25,52849,6113,160,968,7241,13.70129993,128.5128984,51.02107535,52.22194579,51.62151057,0.33327,20.0115,1.1,720759.0,744550.3,4.0
214,214,WildBoar2,Sus Scrofa,Sus,Suinae,Suidae,Suina,Cetartiodactyla,Laurasiatheria,Wild Boar,Wild boar,0.9,116.7248092,LR,112.05,23.34,5.049411861,4.368100852,5.131586588,135.39,104783,8031,449,2753,11233,10.72025042,131.2334086,51.82695707,49.88088297,50.85392002,0.31385,18.072,1.27,792113.35,824214.8,4.0
215,215,Wilderbeest,Wilderbeest,Connochaetes,Alcelaphinae,Bovidae,Ruminantia,Cetartiodactyla,Laurasiatheria,Wilderbeest,Wilderbeest (gnu),1.396,23.90347114,LR,250.38,65.69,5.398599635,4.817499262,5.499783276,316.07,241092,19728,1,2116,21845,9.060856437,110.2651249,44.17479945,44.1081116,44.14145552,0.26479,15.335,1.49,622087.2,635617.2,1.0
216,216,WildRabbit1,Oryctolagus cuniculus,Oryctolagus,Leporidae,Leporidae,,Lagomorpha,Euarchontoglires,Wild Rabbit,European Rabbit,0.413,66.18890193,RL,6.408099,1.305768,3.806729213,3.115866021,3.887272147,7.713867,37693,1273,1816,326,3415,9.060037673,120.6953585,47.60045951,50.35962186,48.98004068,0.31047,16.473,1.28,710430.05,789957.0,4.0
217,217,WildRabbit2,Oryctolagus cuniculus,Oryctolagus,Leporidae,Leporidae,,Lagomorpha,Euarchontoglires,Wild Rabbit,European Rabbit,0.34,48.06557323,RL,6.97,1.13,3.843232778,3.053078443,3.908485019,8.1,130400,7528,6519,846,14893,11.42101227,123.8342123,47.19650896,51.66984468,49.43317682,0.35454,19.99,1.1,857024.2,1043080.9,4.0
218,218,WildRabbit3,Oryctolagus cuniculus,Oryctolagus,Leporidae,Leporidae,,Lagomorpha,Euarchontoglires,Wild Rabbit,European Rabbit,0.33,33.51538642,RL,6.31,0.93,3.800029359,2.968482949,3.859738566,7.24,120365,4540,712,2200,7452,6.191168529,130.2957719,48.40469751,51.04823316,49.72646533,0.32187,16.914,1.3,792675.4,898937.3,4.0
219,219,WildRat1,Rattus norvegicus,Rattus,Murinae,Muridae,Myomorpha,Rodentia,Euarchontoglires,Wild Rat,Brown Rat,0.185,24.07451575,RL,0.9342,0.197895,2.970439863,2.296434821,3.053882872,1.132095,114948,3095,422,2190,5707,4.964853673,131.0525379,52.03268259,53.08824423,52.56046341,0.34425,18.5195,1.2,982592.05,1175746.6,8.0
220,220,WildRat2,Rattus norvegicus,Rattus,Murinae,Muridae,Myomorpha,Rodentia,Euarchontoglires,Wild Rat,Brown Rat,0.15,35.22527412,RL,0.635,0.1433,2.802773725,2.15624619,2.89114703,0.7783,166884,3167,425,730,4322,2.589822871,112.1683206,42.08012342,49.4824765,45.78129996,0.24149,13.0815,1.58,772851.3,895101.5,8.0
221,221,Wolf1,Canis lupus,Canis,Caninae,Canidae,Caniformia,Carnivora,Laurasiatheria,Wolf,Gray wolf,0.66,51.28060348,RL,79.58,9.61,4.900803935,3.982723388,4.950316164,89.19,120033,18846,226,519,19591,16.32134496,136.944798,59.49849926,56.42850821,57.96350373,0.35114,21.5665,0.93,844924.05,897806.1,1.0
222,222,Wolf2,Canis lupus  ,Canis,Caninae,Canidae,Caniformia,Carnivora,Laurasiatheria,Wolf,Gray wolf,0.8,91.41729096,RL,101.04,6.46,5.004493338,3.810232518,5.031408464,107.5,64582,8161,20,406,8587,13.2962745,132.2398427,50.40883381,53.70197564,52.05540473,0.33439,18.579,1.23,761603.7,807658.7,2.0
223,223,Wolf3,Canis lupus  ,Canis,Caninae,Canidae,Caniformia,Carnivora,Laurasiatheria,Wolf,Gray wolf,0.81,77.42613663,RL,75.76,14.61,4.879439966,4.164650216,4.956024282,90.37,43823,3891,326,1066,5283,12.05531342,120.0198754,50.43560703,48.82300962,49.62930833,0.31674,18.5615,1.25,713760.3,725803.0,2.0
224,224,Zebra,Equus zebra,Equus,Equinae,Equidae,Hippomorpha,Perissodactyla,Laurasiatheria,Zebra,Grant's zebra,1.598,40.66296252,LR,422.84,125.09,5.626176064,5.097222593,5.738725079,547.93,44282,7301,1,734,8036,18.14732849,121.2308423,54.73775217,47.47501558,51.10638387,0.31252,17.329,1.25,741876.25,772759.3,1.0
